low-bm,low-rf,hi-bm,hi-rf,run,type,low-fidelity,high-fidelity
0.2,0.6,0.38,0.72,11,together,95,0
0.2,0.6,0.38,0.72,12,together,87,0
0.2,0.6,0.38,0.72,13,together,90,0
0.2,0.6,0.38,0.72,14,together,82,0
0.2,0.6,0.38,0.72,15,together,94,0
0.2,0.6,0.38,0.72,16,together,98,0
0.2,0.6,0.38,0.72,17,together,85,0
0.2,0.6,0.38,0.72,18,together,87,0
0.2,0.6,0.38,0.72,19,together,96,0
0.2,0.6,0.26,0.6799999999999999,0,low-fidelity,91,0
0.2,0.6,0.26,0.6799999999999999,1,low-fidelity,108,0
0.2,0.6,0.26,0.6799999999999999,2,low-fidelity,96,0
0.2,0.6,0.26,0.6799999999999999,3,low-fidelity,94,0
0.2,0.6,0.26,0.6799999999999999,4,low-fidelity,103,0
0.2,0.6,0.26,0.6799999999999999,5,low-fidelity,92,0
0.2,0.6,0.26,0.6799999999999999,6,low-fidelity,96,0
0.2,0.6,0.26,0.6799999999999999,7,low-fidelity,105,0
0.2,0.6,0.26,0.6799999999999999,8,low-fidelity,88,0
0.2,0.6,0.26,0.6799999999999999,9,low-fidelity,104,0
0.2,0.6,0.26,0.6799999999999999,10,low-fidelity,101,0
0.2,0.6,0.26,0.6799999999999999,11,low-fidelity,97,0
0.2,0.6,0.26,0.6799999999999999,12,low-fidelity,94,0
0.2,0.6,0.26,0.6799999999999999,13,low-fidelity,101,0
0.2,0.6,0.26,0.6799999999999999,14,low-fidelity,110,0
0.2,0.6,0.26,0.6799999999999999,15,low-fidelity,91,0
0.2,0.6,0.26,0.6799999999999999,16,low-fidelity,106,0
0.2,0.6,0.26,0.6799999999999999,17,low-fidelity,108,0
0.2,0.6,0.26,0.6799999999999999,18,low-fidelity,109,0
0.2,0.6,0.26,0.6799999999999999,19,low-fidelity,95,0
0.2,0.6,0.26,0.6799999999999999,0,high-fidelity,0,107
0.2,0.6,0.26,0.6799999999999999,1,high-fidelity,0,82
0.2,0.6,0.26,0.6799999999999999,2,high-fidelity,0,82
0.2,0.6,0.26,0.6799999999999999,3,high-fidelity,0,99
0.2,0.6,0.26,0.6799999999999999,4,high-fidelity,0,89
0.2,0.6,0.26,0.6799999999999999,5,high-fidelity,0,80
0.2,0.6,0.26,0.6799999999999999,6,high-fidelity,0,88
0.2,0.6,0.26,0.6799999999999999,7,high-fidelity,0,92
0.2,0.6,0.26,0.6799999999999999,8,high-fidelity,0,99
0.2,0.6,0.26,0.6799999999999999,9,high-fidelity,0,94
0.2,0.6,0.26,0.6799999999999999,10,high-fidelity,0,87
0.2,0.6,0.26,0.6799999999999999,11,high-fidelity,0,100
0.2,0.6,0.26,0.6799999999999999,12,high-fidelity,0,91
0.2,0.6,0.26,0.6799999999999999,13,high-fidelity,0,91
0.2,0.6,0.26,0.6799999999999999,14,high-fidelity,0,101
0.2,0.6,0.26,0.6799999999999999,15,high-fidelity,0,92
0.2,0.6,0.26,0.6799999999999999,16,high-fidelity,0,91
0.2,0.6,0.26,0.6799999999999999,17,high-fidelity,0,98
0.2,0.6,0.26,0.6799999999999999,18,high-fidelity,0,89
0.2,0.6,0.26,0.6799999999999999,19,high-fidelity,0,87
0.2,0.6,0.26,0.6799999999999999,0,together,95,0
0.2,0.6,0.26,0.6799999999999999,1,together,0,100
0.2,0.6,0.26,0.6799999999999999,2,together,83,0
0.2,0.6,0.26,0.6799999999999999,3,together,86,0
0.2,0.6,0.26,0.6799999999999999,4,together,91,0
0.2,0.6,0.26,0.6799999999999999,5,together,0,93
0.2,0.6,0.26,0.6799999999999999,6,together,90,0
0.2,0.6,0.26,0.6799999999999999,7,together,80,0
0.2,0.6,0.26,0.6799999999999999,8,together,108,0
0.2,0.6,0.26,0.6799999999999999,9,together,100,0
0.2,0.6,0.26,0.6799999999999999,10,together,77,0
0.2,0.6,0.26,0.6799999999999999,11,together,90,0
0.2,0.6,0.26,0.6799999999999999,12,together,75,0
0.2,0.6,0.26,0.6799999999999999,13,together,105,0
0.2,0.6,0.26,0.6799999999999999,14,together,87,0
0.2,0.6,0.26,0.6799999999999999,15,together,0,81
0.2,0.6,0.26,0.6799999999999999,16,together,105,0
0.2,0.6,0.26,0.6799999999999999,17,together,121,0
0.2,0.6,0.26,0.6799999999999999,18,together,0,93
0.2,0.6,0.26,0.6799999999999999,19,together,97,0
0.2,0.6,0.32,0.69,0,low-fidelity,97,0
0.2,0.6,0.32,0.69,1,low-fidelity,96,0
0.2,0.6,0.32,0.69,2,low-fidelity,96,0
0.2,0.6,0.32,0.69,3,low-fidelity,76,0
0.2,0.6,0.32,0.69,4,low-fidelity,100,0
0.2,0.6,0.32,0.69,5,low-fidelity,89,0
0.2,0.6,0.32,0.69,6,low-fidelity,86,0
0.2,0.6,0.32,0.69,7,low-fidelity,103,0
0.2,0.6,0.32,0.69,8,low-fidelity,101,0
0.2,0.6,0.32,0.69,9,low-fidelity,94,0
0.2,0.6,0.32,0.69,10,low-fidelity,98,0
0.2,0.6,0.32,0.69,11,low-fidelity,97,0
0.2,0.6,0.32,0.69,12,low-fidelity,71,0
0.2,0.6,0.32,0.69,13,low-fidelity,113,0
0.2,0.6,0.32,0.69,14,low-fidelity,98,0
0.2,0.6,0.32,0.69,15,low-fidelity,86,0
0.2,0.6,0.32,0.69,16,low-fidelity,86,0
0.2,0.6,0.32,0.69,17,low-fidelity,102,0
0.2,0.6,0.32,0.69,18,low-fidelity,91,0
0.2,0.6,0.32,0.69,19,low-fidelity,91,0
0.2,0.6,0.32,0.69,0,high-fidelity,0,69
0.2,0.6,0.32,0.69,1,high-fidelity,0,74
0.2,0.6,0.32,0.69,2,high-fidelity,0,65
0.2,0.6,0.32,0.69,3,high-fidelity,0,70
0.2,0.6,0.32,0.69,4,high-fidelity,0,73
0.2,0.6,0.32,0.69,5,high-fidelity,0,74
0.2,0.6,0.32,0.69,6,high-fidelity,0,76
0.2,0.6,0.32,0.69,7,high-fidelity,0,70
0.2,0.6,0.32,0.69,8,high-fidelity,0,74
0.2,0.6,0.32,0.69,9,high-fidelity,0,69
0.2,0.6,0.32,0.69,10,high-fidelity,0,72
0.2,0.6,0.32,0.69,11,high-fidelity,0,87
0.2,0.6,0.32,0.69,12,high-fidelity,0,78
0.2,0.6,0.32,0.69,13,high-fidelity,0,82
0.2,0.6,0.32,0.69,14,high-fidelity,0,74
0.2,0.6,0.32,0.69,15,high-fidelity,0,77
0.2,0.6,0.32,0.69,16,high-fidelity,0,77
0.2,0.6,0.32,0.69,17,high-fidelity,0,69
0.2,0.6,0.32,0.69,18,high-fidelity,0,80
0.2,0.6,0.32,0.69,19,high-fidelity,0,76
0.2,0.6,0.32,0.69,0,together,100,0
0.2,0.6,0.32,0.69,1,together,109,0
0.2,0.6,0.32,0.69,2,together,104,0
0.2,0.6,0.32,0.69,3,together,89,0
0.2,0.6,0.32,0.69,4,together,101,0
0.2,0.6,0.32,0.69,5,together,96,0
0.2,0.6,0.32,0.69,6,together,90,0
0.2,0.6,0.32,0.69,7,together,101,0
0.2,0.6,0.32,0.69,8,together,106,0
0.2,0.6,0.32,0.69,9,together,92,0
0.2,0.6,0.32,0.69,10,together,99,0
0.2,0.6,0.32,0.69,11,together,107,0
0.2,0.6,0.32,0.69,12,together,104,0
0.2,0.6,0.32,0.69,13,together,111,0
0.2,0.6,0.32,0.69,14,together,89,0
0.2,0.6,0.32,0.69,15,together,105,0
0.2,0.6,0.32,0.69,16,together,105,0
0.2,0.6,0.32,0.69,17,together,94,0
0.2,0.6,0.32,0.69,18,together,87,0
0.2,0.6,0.32,0.69,19,together,88,0
0.2,0.6,0.35,0.78,0,low-fidelity,108,0
0.2,0.6,0.35,0.78,1,low-fidelity,104,0
0.2,0.6,0.35,0.78,2,low-fidelity,101,0
0.2,0.6,0.35,0.78,3,low-fidelity,94,0
0.2,0.6,0.35,0.78,4,low-fidelity,90,0
0.2,0.6,0.35,0.78,5,low-fidelity,76,0
0.2,0.6,0.35,0.78,6,low-fidelity,94,0
0.2,0.6,0.35,0.78,7,low-fidelity,111,0
0.2,0.6,0.35,0.78,8,low-fidelity,88,0
0.2,0.6,0.35,0.78,9,low-fidelity,84,0
0.2,0.6,0.35,0.78,10,low-fidelity,96,0
0.2,0.6,0.35,0.78,11,low-fidelity,106,0
0.2,0.6,0.35,0.78,12,low-fidelity,94,0
0.2,0.6,0.35,0.78,13,low-fidelity,88,0
0.2,0.6,0.35,0.78,14,low-fidelity,96,0
0.2,0.6,0.35,0.78,15,low-fidelity,97,0
0.2,0.6,0.35,0.78,16,low-fidelity,101,0
0.2,0.6,0.35,0.78,17,low-fidelity,104,0
0.2,0.6,0.35,0.78,18,low-fidelity,88,0
0.2,0.6,0.35,0.78,19,low-fidelity,98,0
0.2,0.6,0.35,0.78,0,high-fidelity,0,75
0.2,0.6,0.35,0.78,1,high-fidelity,0,74
0.2,0.6,0.35,0.78,2,high-fidelity,0,78
0.2,0.6,0.35,0.78,3,high-fidelity,0,77
0.2,0.6,0.35,0.78,4,high-fidelity,0,80
0.2,0.6,0.35,0.78,5,high-fidelity,0,69
0.2,0.6,0.35,0.78,6,high-fidelity,0,75
0.2,0.6,0.35,0.78,7,high-fidelity,0,81
0.2,0.6,0.35,0.78,8,high-fidelity,0,79
0.2,0.6,0.35,0.78,9,high-fidelity,0,72
0.2,0.6,0.35,0.78,10,high-fidelity,0,80
0.2,0.6,0.35,0.78,11,high-fidelity,0,76
0.2,0.6,0.35,0.78,12,high-fidelity,0,84
0.2,0.6,0.35,0.78,13,high-fidelity,0,81
0.2,0.6,0.35,0.78,14,high-fidelity,0,73
0.2,0.6,0.35,0.78,15,high-fidelity,0,76
0.2,0.6,0.35,0.78,16,high-fidelity,0,79
0.2,0.6,0.35,0.78,17,high-fidelity,0,76
0.2,0.6,0.35,0.78,18,high-fidelity,0,71
0.2,0.6,0.35,0.78,19,high-fidelity,0,82
0.2,0.6,0.35,0.78,0,together,109,0
0.2,0.6,0.35,0.78,1,together,108,0
0.2,0.6,0.35,0.78,2,together,95,0
0.2,0.6,0.35,0.78,3,together,99,0
0.2,0.6,0.35,0.78,4,together,102,0
0.2,0.6,0.35,0.78,5,together,96,0
0.2,0.6,0.35,0.78,6,together,109,0
0.2,0.6,0.35,0.78,7,together,87,0
0.2,0.6,0.35,0.78,8,together,102,0
0.2,0.6,0.35,0.78,9,together,95,0
0.2,0.6,0.35,0.78,10,together,108,0
0.2,0.6,0.35,0.78,11,together,90,0
0.2,0.6,0.35,0.78,12,together,99,0
0.2,0.6,0.35,0.78,13,together,105,0
0.2,0.6,0.35,0.78,14,together,106,0
0.2,0.6,0.35,0.78,15,together,0,78
0.2,0.6,0.35,0.78,16,together,106,0
0.2,0.6,0.35,0.78,17,together,84,0
0.2,0.6,0.35,0.78,18,together,107,0
0.2,0.6,0.35,0.78,19,together,100,0
0.2,0.6,0.29000000000000004,0.7,0,low-fidelity,89,0
0.2,0.6,0.29000000000000004,0.7,1,low-fidelity,83,0
0.2,0.6,0.29000000000000004,0.7,2,low-fidelity,97,0
0.2,0.6,0.29000000000000004,0.7,3,low-fidelity,89,0
0.2,0.6,0.29000000000000004,0.7,4,low-fidelity,82,0
0.2,0.6,0.29000000000000004,0.7,5,low-fidelity,84,0
0.2,0.6,0.29000000000000004,0.7,6,low-fidelity,97,0
0.2,0.6,0.29000000000000004,0.7,7,low-fidelity,97,0
0.2,0.6,0.29000000000000004,0.7,8,low-fidelity,85,0
0.2,0.6,0.29000000000000004,0.7,9,low-fidelity,91,0
0.2,0.6,0.29000000000000004,0.7,10,low-fidelity,108,0
0.2,0.6,0.29000000000000004,0.7,11,low-fidelity,114,0
0.2,0.6,0.29000000000000004,0.7,12,low-fidelity,117,0
0.2,0.6,0.29000000000000004,0.7,13,low-fidelity,106,0
0.2,0.6,0.29000000000000004,0.7,14,low-fidelity,106,0
0.2,0.6,0.29000000000000004,0.7,15,low-fidelity,109,0
0.2,0.6,0.29000000000000004,0.7,16,low-fidelity,84,0
0.2,0.6,0.29000000000000004,0.7,17,low-fidelity,111,0
0.2,0.6,0.29000000000000004,0.7,18,low-fidelity,81,0
0.2,0.6,0.29000000000000004,0.7,19,low-fidelity,114,0
0.2,0.6,0.29000000000000004,0.7,0,high-fidelity,0,82
0.2,0.6,0.29000000000000004,0.7,1,high-fidelity,0,91
0.2,0.6,0.29000000000000004,0.7,2,high-fidelity,0,78
0.2,0.6,0.29000000000000004,0.7,3,high-fidelity,0,78
0.2,0.6,0.29000000000000004,0.7,4,high-fidelity,0,90
0.2,0.6,0.29000000000000004,0.7,5,high-fidelity,0,89
0.2,0.6,0.29000000000000004,0.7,6,high-fidelity,0,91
0.2,0.6,0.29000000000000004,0.7,7,high-fidelity,0,78
0.2,0.6,0.29000000000000004,0.7,8,high-fidelity,0,75
0.2,0.6,0.29000000000000004,0.7,9,high-fidelity,0,78
0.2,0.6,0.29000000000000004,0.7,10,high-fidelity,0,95
0.2,0.6,0.29000000000000004,0.7,11,high-fidelity,0,89
0.2,0.6,0.29000000000000004,0.7,12,high-fidelity,0,78
0.2,0.6,0.29000000000000004,0.7,13,high-fidelity,0,78
0.2,0.6,0.29000000000000004,0.7,14,high-fidelity,0,81
0.2,0.6,0.29000000000000004,0.7,15,high-fidelity,0,84
0.2,0.6,0.29000000000000004,0.7,16,high-fidelity,0,82
0.2,0.6,0.29000000000000004,0.7,17,high-fidelity,0,87
0.2,0.6,0.29000000000000004,0.7,18,high-fidelity,0,78
0.2,0.6,0.29000000000000004,0.7,19,high-fidelity,0,79
0.2,0.6,0.29000000000000004,0.7,0,together,99,0
0.2,0.6,0.29000000000000004,0.7,1,together,97,0
0.2,0.6,0.29000000000000004,0.7,2,together,91,0
0.2,0.6,0.29000000000000004,0.7,3,together,105,0
0.2,0.6,0.29000000000000004,0.7,4,together,99,0
0.2,0.6,0.29000000000000004,0.7,5,together,100,0
0.2,0.6,0.29000000000000004,0.7,6,together,106,0
0.2,0.6,0.29000000000000004,0.7,7,together,72,0
0.2,0.6,0.29000000000000004,0.7,8,together,89,0
0.2,0.6,0.29000000000000004,0.7,9,together,103,0
0.2,0.6,0.29000000000000004,0.7,10,together,111,0
0.2,0.6,0.29000000000000004,0.7,11,together,103,0
0.2,0.6,0.29000000000000004,0.7,12,together,97,0
0.2,0.6,0.29000000000000004,0.7,13,together,104,0
0.2,0.6,0.29000000000000004,0.7,14,together,100,0
0.2,0.6,0.29000000000000004,0.7,15,together,76,0
0.2,0.6,0.29000000000000004,0.7,16,together,80,0
0.2,0.6,0.29000000000000004,0.7,17,together,97,0
0.2,0.6,0.29000000000000004,0.7,18,together,84,0
0.2,0.6,0.29000000000000004,0.7,19,together,0,85
0.2,0.6,0.28,0.63,0,low-fidelity,85,0
0.2,0.6,0.28,0.63,1,low-fidelity,113,0
0.2,0.6,0.28,0.63,2,low-fidelity,115,0
0.2,0.6,0.28,0.63,3,low-fidelity,109,0
0.2,0.6,0.28,0.63,4,low-fidelity,96,0
0.2,0.6,0.28,0.63,5,low-fidelity,86,0
0.2,0.6,0.28,0.63,6,low-fidelity,101,0
0.2,0.6,0.28,0.63,7,low-fidelity,82,0
0.2,0.6,0.28,0.63,8,low-fidelity,75,0
0.2,0.6,0.28,0.63,9,low-fidelity,95,0
0.2,0.6,0.28,0.63,10,low-fidelity,103,0
0.2,0.6,0.28,0.63,11,low-fidelity,94,0
0.2,0.6,0.28,0.63,12,low-fidelity,92,0
0.2,0.6,0.28,0.63,13,low-fidelity,92,0
0.2,0.6,0.28,0.63,14,low-fidelity,89,0
0.2,0.6,0.28,0.63,15,low-fidelity,66,0
0.2,0.6,0.28,0.63,16,low-fidelity,95,0
0.2,0.6,0.28,0.63,17,low-fidelity,91,0
0.2,0.6,0.28,0.63,18,low-fidelity,102,0
0.2,0.6,0.28,0.63,19,low-fidelity,103,0
0.2,0.6,0.28,0.63,0,high-fidelity,0,84
0.2,0.6,0.28,0.63,1,high-fidelity,0,70
0.2,0.6,0.28,0.63,2,high-fidelity,0,68
0.2,0.6,0.28,0.63,3,high-fidelity,0,78
0.2,0.6,0.28,0.63,4,high-fidelity,0,76
0.2,0.6,0.28,0.63,5,high-fidelity,0,82
0.2,0.6,0.28,0.63,6,high-fidelity,0,82
0.2,0.6,0.28,0.63,7,high-fidelity,0,75
0.2,0.6,0.28,0.63,8,high-fidelity,0,80
0.2,0.6,0.28,0.63,9,high-fidelity,0,80
0.2,0.6,0.28,0.63,10,high-fidelity,0,74
0.2,0.6,0.28,0.63,11,high-fidelity,0,80
0.2,0.6,0.28,0.63,12,high-fidelity,0,77
0.2,0.6,0.28,0.63,13,high-fidelity,0,87
0.2,0.6,0.28,0.63,14,high-fidelity,0,84
0.2,0.6,0.28,0.63,15,high-fidelity,0,81
0.2,0.6,0.28,0.63,16,high-fidelity,0,89
0.2,0.6,0.28,0.63,17,high-fidelity,0,81
0.2,0.6,0.28,0.63,18,high-fidelity,0,77
0.2,0.6,0.28,0.63,19,high-fidelity,0,89
0.2,0.6,0.28,0.63,0,together,97,0
0.2,0.6,0.28,0.63,1,together,109,0
0.2,0.6,0.28,0.63,2,together,89,0
0.2,0.6,0.28,0.63,3,together,111,0
0.2,0.6,0.28,0.63,4,together,98,0
0.2,0.6,0.28,0.63,5,together,92,0
0.2,0.6,0.28,0.63,6,together,108,0
0.2,0.6,0.28,0.63,7,together,111,0
0.2,0.6,0.28,0.63,8,together,100,0
0.2,0.6,0.28,0.63,9,together,96,0
0.2,0.6,0.28,0.63,10,together,94,0
0.2,0.6,0.28,0.63,11,together,110,0
0.2,0.6,0.28,0.63,12,together,112,0
0.2,0.6,0.28,0.63,13,together,80,0
0.2,0.6,0.28,0.63,14,together,81,0
0.2,0.6,0.28,0.63,15,together,100,0
0.2,0.6,0.28,0.63,16,together,89,0
0.2,0.6,0.28,0.63,17,together,84,0
0.2,0.6,0.28,0.63,18,together,110,0
0.2,0.6,0.28,0.63,19,together,100,0
0.2,0.6,0.22,0.78,0,low-fidelity,108,0
0.2,0.6,0.22,0.78,1,low-fidelity,101,0
0.2,0.6,0.22,0.78,2,low-fidelity,98,0
0.2,0.6,0.22,0.78,3,low-fidelity,78,0
0.2,0.6,0.22,0.78,4,low-fidelity,97,0
0.2,0.6,0.22,0.78,5,low-fidelity,102,0
0.2,0.6,0.22,0.78,6,low-fidelity,80,0
0.2,0.6,0.22,0.78,7,low-fidelity,92,0
0.2,0.6,0.22,0.78,8,low-fidelity,95,0
0.2,0.6,0.22,0.78,9,low-fidelity,105,0
0.2,0.6,0.22,0.78,10,low-fidelity,97,0
0.2,0.6,0.22,0.78,11,low-fidelity,89,0
0.2,0.6,0.22,0.78,12,low-fidelity,97,0
0.2,0.6,0.22,0.78,13,low-fidelity,94,0
0.2,0.6,0.22,0.78,14,low-fidelity,100,0
0.2,0.6,0.22,0.78,15,low-fidelity,97,0
0.2,0.6,0.22,0.78,16,low-fidelity,103,0
0.2,0.6,0.22,0.78,17,low-fidelity,94,0
0.2,0.6,0.22,0.78,18,low-fidelity,98,0
0.2,0.6,0.22,0.78,19,low-fidelity,101,0
0.2,0.6,0.22,0.78,0,high-fidelity,0,117
0.2,0.6,0.22,0.78,1,high-fidelity,0,108
0.2,0.6,0.22,0.78,2,high-fidelity,0,121
0.2,0.6,0.22,0.78,3,high-fidelity,0,116
0.2,0.6,0.22,0.78,4,high-fidelity,0,120
0.2,0.6,0.22,0.78,5,high-fidelity,0,122
0.2,0.6,0.22,0.78,6,high-fidelity,0,123
0.2,0.6,0.22,0.78,7,high-fidelity,0,116
0.2,0.6,0.22,0.78,8,high-fidelity,0,124
0.2,0.6,0.22,0.78,9,high-fidelity,0,122
0.2,0.6,0.22,0.78,10,high-fidelity,0,121
0.2,0.6,0.22,0.78,11,high-fidelity,0,126
0.2,0.6,0.22,0.78,12,high-fidelity,0,126
0.2,0.6,0.22,0.78,13,high-fidelity,0,126
0.2,0.6,0.22,0.78,14,high-fidelity,0,126
0.2,0.6,0.22,0.78,15,high-fidelity,0,119
0.2,0.6,0.22,0.78,16,high-fidelity,0,114
0.2,0.6,0.22,0.78,17,high-fidelity,0,125
0.2,0.6,0.22,0.78,18,high-fidelity,0,118
0.2,0.6,0.22,0.78,19,high-fidelity,0,116
0.2,0.6,0.22,0.78,0,together,0,125
0.2,0.6,0.22,0.78,1,together,0,120
0.2,0.6,0.22,0.78,2,together,0,118
0.2,0.6,0.22,0.78,3,together,0,107
0.2,0.6,0.22,0.78,4,together,0,120
0.2,0.6,0.22,0.78,5,together,0,119
0.2,0.6,0.22,0.78,6,together,0,112
0.2,0.6,0.22,0.78,7,together,0,121
0.2,0.6,0.22,0.78,8,together,0,120
0.2,0.6,0.22,0.78,9,together,0,124
0.2,0.6,0.22,0.78,10,together,0,121
0.2,0.6,0.22,0.78,11,together,0,125
0.2,0.6,0.22,0.78,12,together,0,118
0.2,0.6,0.22,0.78,13,together,0,116
0.2,0.6,0.22,0.78,14,together,0,126
0.2,0.6,0.22,0.78,15,together,0,126
0.2,0.6,0.22,0.78,16,together,0,119
0.2,0.6,0.22,0.78,17,together,0,125
0.2,0.6,0.22,0.78,18,together,0,120
0.2,0.6,0.22,0.78,19,together,0,108
0.2,0.6,0.36,0.69,0,low-fidelity,93,0
0.2,0.6,0.36,0.69,1,low-fidelity,119,0
0.2,0.6,0.36,0.69,2,low-fidelity,90,0
0.2,0.6,0.36,0.69,3,low-fidelity,90,0
0.2,0.6,0.36,0.69,4,low-fidelity,103,0
0.2,0.6,0.36,0.69,5,low-fidelity,94,0
0.2,0.6,0.36,0.69,6,low-fidelity,94,0
0.2,0.6,0.36,0.69,7,low-fidelity,103,0
0.2,0.6,0.36,0.69,8,low-fidelity,96,0
0.2,0.6,0.36,0.69,9,low-fidelity,81,0
0.2,0.6,0.36,0.69,10,low-fidelity,94,0
0.2,0.6,0.36,0.69,11,low-fidelity,108,0
0.2,0.6,0.36,0.69,12,low-fidelity,108,0
0.2,0.6,0.36,0.69,13,low-fidelity,93,0
0.2,0.6,0.36,0.69,14,low-fidelity,110,0
0.2,0.6,0.36,0.69,15,low-fidelity,95,0
0.2,0.6,0.36,0.69,16,low-fidelity,93,0
0.2,0.6,0.36,0.69,17,low-fidelity,83,0
0.2,0.6,0.36,0.69,18,low-fidelity,89,0
0.2,0.6,0.36,0.69,19,low-fidelity,94,0
0.2,0.6,0.36,0.69,0,high-fidelity,0,70
0.2,0.6,0.36,0.69,1,high-fidelity,0,77
0.2,0.6,0.36,0.69,2,high-fidelity,0,74
0.2,0.6,0.36,0.69,3,high-fidelity,0,77
0.2,0.6,0.36,0.69,4,high-fidelity,0,69
0.2,0.6,0.36,0.69,5,high-fidelity,0,64
0.2,0.6,0.36,0.69,6,high-fidelity,0,62
0.2,0.6,0.36,0.69,7,high-fidelity,0,65
0.2,0.6,0.36,0.69,8,high-fidelity,0,65
0.2,0.6,0.36,0.69,9,high-fidelity,0,69
0.2,0.6,0.36,0.69,10,high-fidelity,0,72
0.2,0.6,0.36,0.69,11,high-fidelity,0,63
0.2,0.6,0.36,0.69,12,high-fidelity,0,79
0.2,0.6,0.36,0.69,13,high-fidelity,0,67
0.2,0.6,0.36,0.69,14,high-fidelity,0,70
0.2,0.6,0.36,0.69,15,high-fidelity,0,74
0.2,0.6,0.36,0.69,16,high-fidelity,0,62
0.2,0.6,0.36,0.69,17,high-fidelity,0,68
0.2,0.6,0.36,0.69,18,high-fidelity,0,69
0.2,0.6,0.36,0.69,19,high-fidelity,0,62
0.2,0.6,0.36,0.69,0,together,77,0
0.2,0.6,0.36,0.69,1,together,95,0
0.2,0.6,0.36,0.69,2,together,99,0
0.2,0.6,0.36,0.69,3,together,103,0
0.2,0.6,0.36,0.69,4,together,106,0
0.2,0.6,0.36,0.69,5,together,104,0
0.2,0.6,0.36,0.69,6,together,101,0
0.2,0.6,0.36,0.69,7,together,96,0
0.2,0.6,0.36,0.69,8,together,107,0
0.2,0.6,0.36,0.69,9,together,110,0
0.2,0.6,0.36,0.69,10,together,82,0
0.2,0.6,0.36,0.69,11,together,91,0
0.2,0.6,0.36,0.69,12,together,117,0
0.2,0.6,0.36,0.69,13,together,82,0
0.2,0.6,0.36,0.69,14,together,94,0
0.2,0.6,0.36,0.69,15,together,115,0
0.2,0.6,0.36,0.69,16,together,78,0
0.2,0.6,0.36,0.69,17,together,85,0
0.2,0.6,0.36,0.69,18,together,82,0
0.2,0.6,0.36,0.69,19,together,85,0
0.2,0.6,0.22,0.6799999999999999,0,low-fidelity,90,0
0.2,0.6,0.22,0.6799999999999999,1,low-fidelity,88,0
0.2,0.6,0.22,0.6799999999999999,2,low-fidelity,83,0
0.2,0.6,0.22,0.6799999999999999,3,low-fidelity,93,0
0.2,0.6,0.22,0.6799999999999999,4,low-fidelity,104,0
0.2,0.6,0.22,0.6799999999999999,5,low-fidelity,109,0
0.2,0.6,0.22,0.6799999999999999,6,low-fidelity,105,0
0.2,0.6,0.22,0.6799999999999999,7,low-fidelity,67,0
0.2,0.6,0.22,0.6799999999999999,8,low-fidelity,83,0
0.2,0.6,0.22,0.6799999999999999,9,low-fidelity,94,0
0.2,0.6,0.22,0.6799999999999999,10,low-fidelity,95,0
0.2,0.6,0.22,0.6799999999999999,11,low-fidelity,109,0
0.2,0.6,0.22,0.6799999999999999,12,low-fidelity,98,0
0.2,0.6,0.22,0.6799999999999999,13,low-fidelity,81,0
0.2,0.6,0.22,0.6799999999999999,14,low-fidelity,96,0
0.2,0.6,0.22,0.6799999999999999,15,low-fidelity,93,0
0.2,0.6,0.22,0.6799999999999999,16,low-fidelity,96,0
0.2,0.6,0.22,0.6799999999999999,17,low-fidelity,89,0
0.2,0.6,0.22,0.6799999999999999,18,low-fidelity,87,0
0.2,0.6,0.22,0.6799999999999999,19,low-fidelity,102,0
0.2,0.6,0.22,0.6799999999999999,0,high-fidelity,0,107
0.2,0.6,0.22,0.6799999999999999,1,high-fidelity,0,114
0.2,0.6,0.22,0.6799999999999999,2,high-fidelity,0,102
0.2,0.6,0.22,0.6799999999999999,3,high-fidelity,0,114
0.2,0.6,0.22,0.6799999999999999,4,high-fidelity,0,98
0.2,0.6,0.22,0.6799999999999999,5,high-fidelity,0,108
0.2,0.6,0.22,0.6799999999999999,6,high-fidelity,0,108
0.2,0.6,0.22,0.6799999999999999,7,high-fidelity,0,111
0.2,0.6,0.22,0.6799999999999999,8,high-fidelity,0,121
0.2,0.6,0.22,0.6799999999999999,9,high-fidelity,0,93
0.2,0.6,0.22,0.6799999999999999,10,high-fidelity,0,113
0.2,0.6,0.22,0.6799999999999999,11,high-fidelity,0,97
0.2,0.6,0.22,0.6799999999999999,12,high-fidelity,0,108
0.2,0.6,0.22,0.6799999999999999,13,high-fidelity,0,102
0.2,0.6,0.22,0.6799999999999999,14,high-fidelity,0,113
0.2,0.6,0.22,0.6799999999999999,15,high-fidelity,0,122
0.2,0.6,0.22,0.6799999999999999,16,high-fidelity,0,110
0.2,0.6,0.22,0.6799999999999999,17,high-fidelity,0,101
0.2,0.6,0.22,0.6799999999999999,18,high-fidelity,0,114
0.2,0.6,0.22,0.6799999999999999,19,high-fidelity,0,112
0.2,0.6,0.22,0.6799999999999999,0,together,0,102
0.2,0.6,0.22,0.6799999999999999,1,together,0,108
0.2,0.6,0.22,0.6799999999999999,2,together,0,106
0.2,0.6,0.22,0.6799999999999999,3,together,0,99
0.2,0.6,0.22,0.6799999999999999,4,together,0,112
0.2,0.6,0.22,0.6799999999999999,5,together,0,107
0.2,0.6,0.22,0.6799999999999999,6,together,0,97
0.2,0.6,0.22,0.6799999999999999,7,together,0,103
0.2,0.6,0.22,0.6799999999999999,8,together,0,89
0.2,0.6,0.22,0.6799999999999999,9,together,0,98
